ENSEMBLID;Symbol;mRNAbinding;IdentifiedCL;IdentifiedControl;p.adj.DESeq;p.adj.IC;RefSeq
ENSG00000111737;RAB35;Candidate RBP;identified;not identified;1;NA;"NP_006852;NP_001161078"
ENSG00000111802;TDP2;Candidate RBP;identified;not identified;1;NA;NP_057698
ENSG00000111845;PAK1IP1;Candidate RBP;identified;not identified;0.329799582;0.266679883;NP_060376
ENSG00000112159;MDN1;Candidate RBP;identified;not identified;1;NA;NP_055426
ENSG00000112237;CCNC;Candidate RBP;identified;not identified;1;NA;"NP_001013417;NP_005181"
ENSG00000112249;ASCC3;Candidate RBP;identified;not identified;0.096773559;0.051250641;"NP_006819;NP_071374"
ENSG00000112531;QKI;Candidate RBP;identified;not identified;0.329799582;0.048638381;"NP_996735;NP_996736;NP_996737;..."
ENSG00000112739;PRPF4B;Candidate RBP;identified;not identified;1;0.009239004;NP_003904
ENSG00000112742;TTK;Candidate RBP;identified;not identified;1;NA;"NP_001160163;NP_003309"
ENSG00000112855;HARS2;Candidate RBP;identified;not identified;0.713048069;0.059915406;NP_036340
ENSG00000113048;MRPS27;Candidate RBP;identified;not identified;0.029319648;0.099558528;NP_055899
ENSG00000113407;TARS;Candidate RBP;identified;not identified;1;NA;NP_689508
ENSG00000113569;NUP155;Candidate RBP;identified;not identified;0.930427451;0.427561057;"NP_004289;NP_705618"
ENSG00000113643;RARS;Candidate RBP;identified;not identified;0.329799582;0.419391756;NP_002878
ENSG00000113761;ZNF346;Candidate RBP;identified;not identified;0.930427451;0.938368931;NP_036411
ENSG00000114270;COL7A1;Candidate RBP;identified;not identified;1;NA;NP_000085
ENSG00000114302;PRKAR2A;Candidate RBP;identified;not identified;0.096773559;0.054785288;NP_004148
ENSG00000115275;MOGS;Candidate RBP;identified;not identified;1;NA;"NP_006293;NP_001139630"
ENSG00000115364;MRPL19;Candidate RBP;identified;not identified;0.713048069;0.014502892;NP_055578
ENSG00000115423;DNAH6;Candidate RBP;identified;not identified;1;NA;NP_001361
ENSG00000115568;ZNF142;Candidate RBP;identified;not identified;0.052105948;0.027778024;NP_001099007
ENSG00000115919;KYNU;Candidate RBP;identified;not identified;1;NA;"NP_001186170;NP_003928;NP_0010..."
ENSG00000115946;PNO1;Candidate RBP;identified;not identified;0.096773559;0.749078509;NP_064528
ENSG00000116120;FARSB;Candidate RBP;identified;not identified;0.143405059;NA;NP_005678
ENSG00000116133;DHCR24;Candidate RBP;identified;not identified;1;0.703549935;NP_055577
ENSG00000116161;CACYBP;Candidate RBP;identified;not identified;1;NA;"NP_001007215;NP_055227"
ENSG00000116521;SCAMP3;Candidate RBP;identified;not identified;1;NA;"NP_005689;NP_443069"
ENSG00000116731;PRDM2;Candidate RBP;identified;not identified;1;NA;"NP_001129082;NP_036363;NP_0010..."
ENSG00000116918;TSNAX;Candidate RBP;identified;not identified;0.143405059;0.922375636;NP_005990
ENSG00000116962;NID1;Candidate RBP;identified;not identified;NA;NA;NP_002499
ENSG00000117133;RPF1;Candidate RBP;identified;not identified;0.029319648;0.026451572;NP_079341
ENSG00000117360;PRPF3;Candidate RBP;identified;not identified;0.713048069;0.018172512;NP_004689
ENSG00000117399;CDC20;Candidate RBP;identified;not identified;1;NA;NP_001246
ENSG00000117533;VAMP4;Candidate RBP;identified;not identified;0.930427451;0.217816443;"NP_003753;NP_001172056"
ENSG00000117592;PRDX6;Candidate RBP;identified;not identified;0.713048069;0.109010043;NP_004896
ENSG00000117899;MESDC2;Candidate RBP;identified;not identified;0.930427451;0.107205325;NP_055969
ENSG00000118363;SPCS2;Candidate RBP;identified;not identified;1;NA;NP_055567
ENSG00000118482;PHF3;Candidate RBP;identified;not identified;1;NA;NP_055968
ENSG00000118965;WDR35;Candidate RBP;identified;not identified;1;NA;"NP_001006658;NP_065830"
ENSG00000119318;RAD23B;Candidate RBP;identified;not identified;0.930427451;NA;NP_002865
ENSG00000119328;C9orf6;Candidate RBP;identified;not identified;1;NA;NP_060302
ENSG00000119411;BSPRY;Candidate RBP;identified;not identified;0.713048069;NA;NP_060158
ENSG00000119446;RBM18;Candidate RBP;identified;not identified;NA;NA;NP_149108
ENSG00000119471;HSDL2;Candidate RBP;identified;not identified;1;NA;"NP_115679;NP_001182751"
ENSG00000119509;INVS;Candidate RBP;identified;not identified;0.930427451;NA;"NP_055240;NP_899068"
ENSG00000119777;TMEM214;Candidate RBP;identified;not identified;0.052105948;0.015486812;"NP_060197;NP_001077059"
ENSG00000119950;MXI1;Candidate RBP;identified;not identified;1;NA;"NP_569157;NP_001008541;NP_0059..."
ENSG00000120129;DUSP1;Candidate RBP;identified;not identified;0.930427451;0.136762747;NP_004408
ENSG00000120158;RCL1;Candidate RBP;identified;not identified;0.713048069;0.110690929;NP_005763
ENSG00000120265;PCMT1;Candidate RBP;identified;not identified;0.143405059;0.425611997;NP_005380
ENSG00000120333;MRPS14;Candidate RBP;identified;not identified;0.930427451;0.06876746;NP_071383
ENSG00000120694;HSPH1;Candidate RBP;identified;not identified;0.930427451;0.012147399;NP_006635
ENSG00000120802;TMPO;Candidate RBP;identified;not identified;0.072832566;0.032955675;"NP_001027454;NP_003267;NP_0010..."
ENSG00000120963;ZNF706;Candidate RBP;identified;not identified;0.329799582;0.041500413;"NP_001035976;NP_001035975;NP_0..."
ENSG00000121210;KIAA0922;Candidate RBP;identified;not identified;0.930427451;0.063008895;"NP_056011;NP_001124479"
ENSG00000121621;KIF18A;Candidate RBP;identified;not identified;1;NA;NP_112494
ENSG00000122068;FYTTD1;Candidate RBP;identified;not identified;0.329799582;0.920422261;"NP_001011537;NP_115664"
ENSG00000122140;MRPS2;Candidate RBP;identified;not identified;1;NA;NP_057118
ENSG00000122359;ANXA11;Candidate RBP;identified;not identified;0.930427451;0.030298032;"NP_001148;NP_665875;NP_665876"
ENSG00000122574;WIPF3;Candidate RBP;identified;not identified;1;NA;NP_001073998
ENSG00000122687;FTSJ2;Candidate RBP;identified;not identified;1;NA;NP_037525
ENSG00000122728;TAF1L;Candidate RBP;identified;not identified;0.930427451;NA;NP_722516
ENSG00000123144;C19orf43;Candidate RBP;identified;not identified;1;NA;NP_076943
ENSG00000123200;ZC3H13;Candidate RBP;identified;not identified;0.072832566;0.027740269;NP_055885
ENSG00000123297;TSFM;Candidate RBP;identified;not identified;0.040298589;0.207212868;"NP_005717;NP_001166167;NP_0011..."
ENSG00000123329;ARHGAP9;Candidate RBP;identified;not identified;1;NA;"NP_001073625;NP_115885;NP_0010..."
ENSG00000124006;OBSL1;Candidate RBP;identified;not identified;1;NA;"NP_001166902;NP_056126;NP_0011..."
ENSG00000124160;NCOA5;Candidate RBP;identified;not identified;0.329799582;0.596385464;NP_066018
ENSG00000124203;ZNF831;Candidate RBP;identified;not identified;1;NA;NP_848552
ENSG00000124214;STAU1;Candidate RBP;identified;not identified;0.029319648;0.012660504;"NP_059348;NP_059347;NP_059346;..."
ENSG00000124313;IQSEC2;Candidate RBP;identified;not identified;1;NA;"NP_001104595;NP_055890"
ENSG00000124562;SNRPC;Candidate RBP;identified;not identified;0.713048069;0.559956492;NP_003084
ENSG00000124783;SSR1;Candidate RBP;identified;not identified;0.143405059;NA;NP_003135
ENSG00000124802;EEF1E1;Candidate RBP;identified;not identified;NA;NA;"NP_001129122;NP_004271"
ENSG00000125352;RNF113A;Candidate RBP;identified;not identified;0.713048069;0.063008895;NP_008909
ENSG00000125676;THOC2;Candidate RBP;identified;not identified;0.930427451;NA;NP_001075019
ENSG00000125733;TRIP10;Candidate RBP;identified;not identified;0.930427451;NA;NP_004231
ENSG00000125821;DTD1;Candidate RBP;identified;not identified;0.713048069;NA;NP_543010
ENSG00000125870;SNRPB2;Candidate RBP;identified;not identified;0.930427451;NA;"NP_003083;NP_937863"
ENSG00000126457;PRMT1;Candidate RBP;identified;not identified;0.096773559;0.031596879;"NP_938074;NP_001527"
ENSG00000126698;DNAJC8;Candidate RBP;identified;not identified;0.930427451;NA;NP_055095
ENSG00000126890;CTAG2;Candidate RBP;identified;not identified;1;NA;"NP_066274;NP_758965"
ENSG00000127483;HP1BP3;Candidate RBP;identified;not identified;1;NA;NP_057371
ENSG00000127527;EPS15L1;Candidate RBP;identified;not identified;1;NA;NP_067058
ENSG00000127603;MACF1;Candidate RBP;identified;not identified;0.329799582;0.052506066;"NP_036222;NP_149033"
ENSG00000127946;HIP1;Candidate RBP;identified;not identified;1;NA;NP_005329
ENSG00000127948;POR;Candidate RBP;identified;not identified;0.930427451;0.051670522;NP_000932
ENSG00000127989;MTERF;Candidate RBP;identified;not identified;1;NA;NP_008911
ENSG00000128191;DGCR8;Candidate RBP;identified;not identified;NA;NA;"NP_073557;NP_001177255"
ENSG00000128536;CDHR3;Candidate RBP;identified;not identified;1;NA;NP_689963
ENSG00000129116;PALLD;Candidate RBP;identified;not identified;1;NA;"NP_057165;NP_001159580;NP_0011..."
ENSG00000129315;CCNT1;Candidate RBP;identified;not identified;0.930427451;0.01954602;NP_001231
ENSG00000129680;MAP7D3;Candidate RBP;identified;not identified;1;NA;"NP_001166988;NP_078873;NP_0011..."
ENSG00000130024;PHF10;Candidate RBP;identified;not identified;1;NA;"NP_579866;NP_060758"
ENSG00000130165;ELOF1;Candidate RBP;identified;not identified;0.930427451;0.622196807;NP_115753
ENSG00000130312;MRPL34;Candidate RBP;identified;not identified;0.713048069;NA;NP_076426
ENSG00000130479;MAP1S;Candidate RBP;identified;not identified;0.930427451;0.113645359;NP_060644
ENSG00000130592;LSP1;Candidate RBP;identified;not identified;1;NA;"NP_001013273;NP_001013272;NP_0..."
ENSG00000130638;ATXN10;Candidate RBP;identified;not identified;1;NA;"NP_037368;NP_001161093"
ENSG00000130713;EXOSC2;Candidate RBP;identified;not identified;0.012745281;0.041170205;NP_055100
ENSG00000130764;LRRC47;Candidate RBP;identified;not identified;0.713048069;0.053961249;NP_065761
ENSG00000130787;HIP1R;Candidate RBP;identified;not identified;1;NA;NP_003950
ENSG00000131143;COX4I1;Candidate RBP;identified;not identified;0.930427451;0.023969583;NP_001852
ENSG00000131368;MRPS25;Candidate RBP;identified;not identified;0.052105948;0.012109716;NP_071942
ENSG00000131473;ACLY;Candidate RBP;identified;not identified;1;NA;"NP_001087;NP_942127"
ENSG00000131626;PPFIA1;Candidate RBP;identified;not identified;1;NA;"NP_003617;NP_803172"
ENSG00000131747;TOP2A;Candidate RBP;identified;not identified;0.930427451;0.014437759;NP_001058
ENSG00000131795;RBM8A;Candidate RBP;identified;not identified;0.029319648;0.079046363;NP_005096
ENSG00000132024;CC2D1A;Candidate RBP;identified;not identified;1;NA;NP_060191
ENSG00000132359;RAP1GAP2;Candidate RBP;identified;not identified;0.930427451;NA;"NP_055900;NP_001093868"
ENSG00000132361;KIAA0664;Candidate RBP;identified;not identified;0.016629709;0.185724612;NP_056044
ENSG00000132383;RPA1;Candidate RBP;identified;not identified;0.930427451;NA;NP_002936
ENSG00000132507;EIF5A;Candidate RBP;identified;not identified;0.016629709;0.092896109;"NP_001137233;NP_001961;NP_0011..."
ENSG00000132646;PCNA;Candidate RBP;identified;not identified;1;NA;"NP_872590;NP_002583"
ENSG00000132680;KIAA0907;Candidate RBP;identified;not identified;1;NA;NP_055764
ENSG00000132773;TOE1;Candidate RBP;identified;not identified;0.713048069;0.06749171;NP_079353
ENSG00000132849;INADL;Candidate RBP;identified;not identified;1;NA;NP_795352
ENSG00000133026;MYH10;Candidate RBP;identified;not identified;0.713048069;NA;NP_005955
ENSG00000133104;SPG20;Candidate RBP;identified;not identified;0.713048069;0.653688153;"NP_055902;NP_001135768;NP_0011..."
ENSG00000133226;SRRM1;Candidate RBP;identified;not identified;0.052105948;0.028339342;NP_005830
ENSG00000133316;WDR74;Candidate RBP;identified;not identified;0.713048069;0.01568834;NP_060563
ENSG00000133392;MYH11;Candidate RBP;identified;not identified;1;NA;"NP_002465;NP_074035;NP_0010352..."
ENSG00000134255;CEPT1;Candidate RBP;identified;not identified;1;NA;"NP_001007795;NP_006081"
ENSG00000134453;RBM17;Candidate RBP;identified;not identified;0.713048069;0.549500701;"NP_001139019;NP_116294"
ENSG00000134748;PRPF38A;Candidate RBP;identified;not identified;0.143405059;0.622227586;NP_116253
ENSG00000134760;DSG1;Candidate RBP;identified;not identified;1;NA;NP_001933
ENSG00000134815;DHX34;Candidate RBP;identified;not identified;1;NA;NP_055496
ENSG00000135018;UBQLN1;Candidate RBP;identified;not identified;0.329799582;0.010000312;"NP_038466;NP_444295"
ENSG00000135046;ANXA1;Candidate RBP;identified;not identified;0.713048069;0.039139169;NP_000691
ENSG00000135457;TFCP2;Candidate RBP;identified;not identified;1;NA;"NP_001166923;NP_005644;NP_0011..."
ENSG00000135476;ESPL1;Candidate RBP;identified;not identified;0.930427451;NA;NP_036423
ENSG00000135698;MPHOSPH6;Candidate RBP;identified;not identified;1;NA;NP_005783
ENSG00000135763;URB2;Candidate RBP;identified;not identified;0.072832566;0.783091363;NP_055592
ENSG00000135778;NTPCR;Candidate RBP;identified;not identified;0.930427451;NA;NP_115700
ENSG00000135862;LAMC1;Candidate RBP;identified;not identified;1;NA;NP_002284
ENSG00000135900;MRPL44;Candidate RBP;identified;not identified;0.713048069;NA;NP_075066
ENSG00000135940;COX5B;Candidate RBP;identified;not identified;0.930427451;NA;NP_001853
ENSG00000135972;MRPS9;Candidate RBP;identified;not identified;0.029319648;0.075208933;NP_872578
ENSG00000136045;PWP1;Candidate RBP;identified;not identified;0.930427451;0.645177246;NP_008993
ENSG00000136068;FLNB;Candidate RBP;identified;not identified;0.072832566;0.039225388;"NP_001448;NP_001157789;NP_0011..."
ENSG00000136243;NUPL2;Candidate RBP;identified;not identified;0.930427451;NA;NP_031368
ENSG00000136261;BZW2;Candidate RBP;identified;not identified;0.143405059;0.545133019;"NP_054757;NP_001153239"
ENSG00000136367;ZFHX2;Candidate RBP;identified;not identified;NA;NA;NP_207646
ENSG00000136381;IREB2;Candidate RBP;identified;not identified;0.713048069;0.014155652;NP_004127
ENSG00000136448;NMT1;Candidate RBP;identified;not identified;0.713048069;0.037185943;NP_066565
ENSG00000136463;TACO1;Candidate RBP;identified;not identified;0.096773559;0.078085486;NP_057444
ENSG00000136574;GATA4;Candidate RBP;identified;not identified;1;NA;NP_002043
ENSG00000136709;WDR33;Candidate RBP;identified;not identified;0.012745281;0.015417923;"NP_060853;NP_001006624;NP_0010..."
ENSG00000136718;IMP4;Candidate RBP;identified;not identified;0.029319648;0.013912101;NP_219484
ENSG00000136807;CDK9;Candidate RBP;identified;not identified;1;NA;NP_001252
ENSG00000136819;C9orf78;Candidate RBP;identified;not identified;1;0.509140724;NP_057604
ENSG00000136891;TEX10;Candidate RBP;identified;not identified;1;NA;"NP_060216;NP_001155056"
ENSG00000136937;NCBP1;Candidate RBP;identified;not identified;0.143405059;0.048638381;NP_002477
ENSG00000137054;POLR1E;Candidate RBP;identified;not identified;1;NA;NP_071935
ENSG00000137076;TLN1;Candidate RBP;identified;not identified;0.052105948;0.812096662;NP_006280
ENSG00000137207;YIPF3;Candidate RBP;identified;not identified;0.713048069;NA;NP_056203
ENSG00000137313;AL844220.1;Candidate RBP;identified;not identified;NA;NA;NP_003440
ENSG00000137497;NUMA1;Candidate RBP;identified;not identified;0.930427451;0.875138352;NP_006176
ENSG00000137693;YAP1;Candidate RBP;identified;not identified;1;NA;"NP_006097;NP_001181974;NP_0011..."
ENSG00000137818;RPLP1;Candidate RBP;identified;not identified;1;NA;"NP_000994;NP_998890"
ENSG00000137876;RSL24D1;Candidate RBP;identified;not identified;0.713048069;0.024649588;NP_057388
ENSG00000138002;IFT172;Candidate RBP;identified;not identified;1;NA;NP_056477
ENSG00000138035;PNPT1;Candidate RBP;identified;not identified;0.072832566;0.017218551;NP_149100
ENSG00000138073;PREB;Candidate RBP;identified;not identified;0.930427451;NA;NP_037520
ENSG00000138160;KIF11;Candidate RBP;identified;not identified;1;NA;NP_004514
ENSG00000138279;ANXA7;Candidate RBP;identified;not identified;0.329799582;0.367883161;"NP_001147;NP_004025"
ENSG00000138413;IDH1;Candidate RBP;identified;not identified;0.713048069;0.312400008;NP_005887
ENSG00000138685;FGF2;Candidate RBP;identified;not identified;1;NA;NP_001997
ENSG00000138698;RAP1GDS1;Candidate RBP;identified;not identified;1;NA;"NP_001093898;NP_001093900;NP_0..."
ENSG00000138709;LARP1B;Candidate RBP;identified;not identified;0.329799582;0.166798215;"NP_060548;NP_115615;NP_835144"
ENSG00000138796;HADH;Candidate RBP;identified;not identified;1;NA;"NP_001171634;NP_005318"
ENSG00000139131;YARS2;Candidate RBP;identified;not identified;0.012745281;0.014541807;NP_001035526
ENSG00000139546;TARBP2;Candidate RBP;identified;not identified;1;NA;"NP_004169;NP_599150;NP_599151"
ENSG00000139726;DENR;Candidate RBP;identified;not identified;0.713048069;NA;NP_003668
ENSG00000140264;SERF2;Candidate RBP;identified;not identified;0.930427451;0.043678005;"NP_001186807;NP_001186806;NP_0..."
ENSG00000140575;IQGAP1;Candidate RBP;identified;not identified;0.329799582;0.398566747;NP_003861
ENSG00000141002;TCF25;Candidate RBP;identified;not identified;0.930427451;0.870967162;NP_055787
ENSG00000141084;RANBP10;Candidate RBP;identified;not identified;1;NA;NP_065901
ENSG00000141367;CLTC;Candidate RBP;identified;not identified;0.040298589;0.039227262;NP_004850
ENSG00000141570;CBX8;Candidate RBP;identified;not identified;1;NA;NP_065700
ENSG00000141741;C17orf37;Candidate RBP;identified;not identified;1;NA;NP_115715
ENSG00000141756;FKBP10;Candidate RBP;identified;not identified;1;NA;NP_068758
ENSG00000141994;DUS3L;Candidate RBP;identified;not identified;0.096773559;0.457678369;"NP_064560;NP_001155091"
ENSG00000142405;NLRP12;Candidate RBP;identified;not identified;1;NA;"NP_653288;NP_150639"
ENSG00000142676;RPL11;Candidate RBP;identified;not identified;0.022498643;0.013645574;"NP_001186731;NP_000966"
ENSG00000142684;ZNF593;Candidate RBP;identified;not identified;0.930427451;0.014400275;NP_056955
ENSG00000142784;WDTC1;Candidate RBP;identified;not identified;0.930427451;NA;NP_055838
ENSG00000142945;KIF2C;Candidate RBP;identified;not identified;NA;NA;NP_006836
ENSG00000142949;PTPRF;Candidate RBP;identified;not identified;1;NA;"NP_002831;NP_569707"
ENSG00000143198;MGST3;Candidate RBP;identified;not identified;1;0.043569293;NP_004519
ENSG00000143294;PRCC;Candidate RBP;identified;not identified;0.713048069;0.99651703;NP_005964
ENSG00000143314;MRPL24;Candidate RBP;identified;not identified;0.930427451;NA;"NP_078816;NP_663781"
ENSG00000143322;ABL2;Candidate RBP;identified;not identified;1;NA;"NP_009298;NP_001129472;NP_0051..."
ENSG00000143375;CGN;Candidate RBP;identified;not identified;0.930427451;NA;NP_065821
ENSG00000143436;MRPL9;Candidate RBP;identified;not identified;0.052105948;0.305862702;NP_113608
ENSG00000143486;EIF2D;Candidate RBP;identified;not identified;0.329799582;0.183205938;"NP_001188407;NP_008824"
ENSG00000143546;S100A8;Candidate RBP;identified;not identified;1;NA;NP_002955
ENSG00000143556;S100A7;Candidate RBP;identified;not identified;1;NA;NP_002954
ENSG00000143702;CEP170;Candidate RBP;identified;not identified;1;NA;"NP_055627;NP_001035863;NP_0010..."
ENSG00000143742;SRP9;Candidate RBP;identified;not identified;1;NA;"NP_003124;NP_001123912"
ENSG00000143751;C1orf55;Candidate RBP;identified;not identified;0.930427451;0.194605042;NP_689821
ENSG00000143870;PDIA6;Candidate RBP;identified;not identified;0.072832566;0.645177246;NP_005733
ENSG00000144535;DIS3L2;Candidate RBP;identified;not identified;0.930427451;0.141739244;NP_689596
ENSG00000144591;GMPPA;Candidate RBP;identified;not identified;0.713048069;NA;"NP_037467;NP_995319"
ENSG00000144642;RBMS3;Candidate RBP;identified;not identified;0.329799582;NA;"NP_001003793;NP_055298;NP_0010..."
ENSG00000144815;FAM55C;Candidate RBP;identified;not identified;1;NA;"NP_659474;NP_001127928"
ENSG00000144895;EIF2A;Candidate RBP;identified;not identified;0.096773559;0.628734139;NP_114414
ENSG00000145414;NAF1;Candidate RBP;identified;not identified;1;NA;"NP_001122403;NP_612395"
ENSG00000146007;ZMAT2;Candidate RBP;identified;not identified;1;NA;NP_653324
ENSG00000146350;C6orf170;Candidate RBP;identified;not identified;0.930427451;0.080474371;NP_689943
ENSG00000146909;NOM1;Candidate RBP;identified;not identified;0.072832566;0.010718254;NP_612409
ENSG00000147044;CASK;Candidate RBP;identified;not identified;1;NA;"NP_001119527;NP_003679;NP_0011..."
ENSG00000147256;ARHGAP36;Candidate RBP;identified;not identified;1;NA;NP_659404
ENSG00000147889;CDKN2A;Candidate RBP;identified;not identified;0.930427451;NA;"NP_000068;NP_478102;NP_0011820..."
ENSG00000148153;C9orf80;Candidate RBP;identified;not identified;0.930427451;NA;NP_067041
ENSG00000148187;MRRF;Candidate RBP;identified;not identified;0.143405059;0.223387295;"NP_620132;NP_001166983;NP_9546..."
ENSG00000148291;SURF2;Candidate RBP;identified;not identified;0.329799582;0.34464737;NP_059973
ENSG00000148826;NKX6-2;Candidate RBP;identified;not identified;0.713048069;NA;NP_796374
ENSG00000149115;TNKS1BP1;Candidate RBP;identified;not identified;0.096773559;0.02928451;NP_203754
ENSG00000149499;EML3;Candidate RBP;identified;not identified;1;NA;NP_694997
ENSG00000149657;LSM14B;Candidate RBP;identified;not identified;0.052105948;0.129865802;NP_653304
ENSG00000149792;MRPL49;Candidate RBP;identified;not identified;0.930427451;NA;NP_004918
ENSG00000150093;ITGB1;Candidate RBP;identified;not identified;0.072832566;0.300796773;"NP_002202;NP_596867;NP_391988"
ENSG00000150459;SAP18;Candidate RBP;identified;not identified;0.329799582;NA;NP_005861
ENSG00000150527;CTAGE5;Candidate RBP;identified;not identified;1;NA;"NP_976229;NP_976231;NP_005921;..."
ENSG00000150593;PDCD4;Candidate RBP;identified;not identified;0.052105948;0.01018289;"NP_001186421;NP_055271;NP_6633..."
ENSG00000150753;CCT5;Candidate RBP;identified;not identified;1;0.055590986;NP_036205
ENSG00000150776;C11orf57;Candidate RBP;identified;not identified;1;NA;"NP_001076439;NP_001076438;NP_0..."
ENSG00000150990;DHX37;Candidate RBP;identified;not identified;0.096773559;0.545428601;NP_116045
ENSG00000151150;ANK3;Candidate RBP;identified;not identified;0.930427451;NA;"NP_066267;NP_001191332;NP_0011..."
ENSG00000151224;MAT1A;Candidate RBP;identified;not identified;0.930427451;0.493551402;NP_000420
ENSG00000151461;UPF2;Candidate RBP;identified;not identified;0.022498643;0.025402278;"NP_056357;NP_542166"
ENSG00000151914;DST;Candidate RBP;identified;not identified;1;NA;"NP_056363;NP_001714"
ENSG00000151929;BAG3;Candidate RBP;identified;not identified;1;NA;NP_004272
ENSG00000152137;HSPB8;Candidate RBP;identified;not identified;1;NA;NP_055180
ENSG00000152583;SPARCL1;Candidate RBP;identified;not identified;0.329799582;NA;"NP_001121782;NP_004675"
ENSG00000152684;PELO;Candidate RBP;identified;not identified;1;NA;NP_057030
ENSG00000152767;FARP1;Candidate RBP;identified;not identified;0.930427451;NA;"NP_001001715;NP_005757"
ENSG00000153006;SREK1IP1;Candidate RBP;identified;not identified;0.713048069;0.011271258;NP_776190
ENSG00000153201;RANBP2;Candidate RBP;identified;not identified;0.930427451;NA;NP_006258
ENSG00000153914;SREK1;Candidate RBP;identified;not identified;0.143405059;0.010344471;"NP_001070667;NP_631907"
ENSG00000153922;CHD1;Candidate RBP;identified;not identified;1;NA;NP_001261
ENSG00000154743;TSEN2;Candidate RBP;identified;not identified;1;NA;"NP_001138866;NP_001138864;NP_0..."
ENSG00000156239;N6AMT1;Candidate RBP;identified;not identified;1;NA;"NP_037372;NP_877426"
ENSG00000156256;USP16;Candidate RBP;identified;not identified;1;NA;"NP_001001992;NP_001027582;NP_0..."
ENSG00000156261;CCT8;Candidate RBP;identified;not identified;0.143405059;0.126316451;NP_006576
ENSG00000156469;MTERFD1;Candidate RBP;identified;not identified;0.040298589;0.102077375;NP_057026
ENSG00000156471;PTDSS1;Candidate RBP;identified;not identified;0.930427451;0.063387612;NP_055569
ENSG00000156650;MYST4;Candidate RBP;identified;not identified;0.930427451;NA;NP_036462
ENSG00000156928;C7orf30;Candidate RBP;identified;not identified;0.930427451;NA;NP_612455
ENSG00000157106;SMG1;Candidate RBP;identified;not identified;0.930427451;0.297119927;NP_055907
ENSG00000157796;WDR19;Candidate RBP;identified;not identified;1;NA;NP_079408
ENSG00000157895;C12orf43;Candidate RBP;identified;not identified;0.096773559;0.010953972;NP_075046
ENSG00000158042;MRPL17;Candidate RBP;identified;not identified;0.930427451;NA;NP_071344
ENSG00000158578;ALAS2;Candidate RBP;identified;not identified;1;NA;"NP_000023;NP_001033057;NP_0010..."
ENSG00000158716;DUSP23;Candidate RBP;identified;not identified;1;NA;NP_060293
ENSG00000158987;RAPGEF6;Candidate RBP;identified;not identified;1;NA;"NP_001157862;NP_057424;NP_0011..."
ENSG00000159023;EPB41;Candidate RBP;identified;not identified;1;NA;"NP_004428;NP_976217;NP_976218;..."
ENSG00000159335;PTMS;Candidate RBP;identified;not identified;1;NA;NP_002815
ENSG00000159714;ZDHHC1;Candidate RBP;identified;not identified;1;NA;NP_037436
ENSG00000160299;PCNT;Candidate RBP;identified;not identified;1;NA;NP_006022
ENSG00000160789;LMNA;Candidate RBP;identified;not identified;0.143405059;0.178335224;"NP_005563;NP_733821;NP_733822"
ENSG00000160917;CPSF4;Candidate RBP;identified;not identified;0.143405059;0.080320819;"NP_001075028;NP_006684"
ENSG00000161011;SQSTM1;Candidate RBP;identified;not identified;0.930427451;NA;"NP_001135771;NP_001135770;NP_0..."
ENSG00000161204;ABCF3;Candidate RBP;identified;not identified;0.072832566;0.014321291;NP_060828
ENSG00000161970;RPL26;Candidate RBP;identified;not identified;0.713048069;NA;NP_000978
ENSG00000162006;MSLNL;Candidate RBP;identified;not identified;1;NA;NP_001020361
ENSG00000162385;MAGOH;Candidate RBP;identified;not identified;1;0.074712918;NP_002361
ENSG00000162408;NOL9;Candidate RBP;identified;not identified;0.143405059;0.17708107;NP_078930
ENSG00000162521;RBBP4;Candidate RBP;identified;not identified;0.713048069;0.039227262;"NP_001128727;NP_001128728;NP_0..."
ENSG00000162851;TFB2M;Candidate RBP;identified;not identified;0.016629709;0.029688389;NP_071761
ENSG00000162889;MAPKAPK2;Candidate RBP;identified;not identified;0.930427451;NA;"NP_004750;NP_116584"
ENSG00000162959;MEMO1;Candidate RBP;identified;not identified;1;NA;"NP_057039;NP_001131074"
ENSG00000163125;RPRD2;Candidate RBP;identified;not identified;0.713048069;0.114836639;NP_056018
ENSG00000163468;CCT3;Candidate RBP;identified;not identified;1;NA;"NP_005989;NP_001008800"
ENSG00000163527;STT3B;Candidate RBP;identified;not identified;0.930427451;NA;NP_849193
ENSG00000163539;CLASP2;Candidate RBP;identified;not identified;0.713048069;0.100104779;NP_055912
ENSG00000163584;RPL22L1;Candidate RBP;identified;not identified;0.016629709;0.012743716;NP_001093115
ENSG00000163625;WDFY3;Candidate RBP;identified;not identified;1;NA;NP_055806
ENSG00000163682;RPL9;Candidate RBP;identified;not identified;1;0.031151258;"NP_000652;NP_001020092"
ENSG00000163714;U2SURP;Candidate RBP;identified;not identified;0.012745281;0.038323394;NP_001073884
ENSG00000163993;S100P;Candidate RBP;identified;not identified;1;NA;NP_005971
ENSG00000164024;METAP1;Candidate RBP;identified;not identified;0.143405059;0.063008895;NP_055958
ENSG00000164074;C4orf29;Candidate RBP;identified;not identified;0.930427451;0.050353974;NP_001034806
ENSG00000164167;LSM6;Candidate RBP;identified;not identified;0.329799582;NA;NP_009011
ENSG00000164610;RP9;Candidate RBP;identified;not identified;0.329799582;0.011010675;NP_976033
